Timestamp,AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
2018-08-10 04:52:32+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-10 04:52:32+00:00
2018-08-10 04:52:32+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-10 04:52:32+00:00
2018-08-10 04:52:32+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-10 04:52:32+00:00
2018-08-10 04:52:32+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-10 04:52:32+00:00
2018-08-10 04:52:32+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-10 04:52:32+00:00
2018-08-10 04:52:01+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-10 04:52:01+00:00
2018-08-10 04:52:01+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-10 04:52:01+00:00
2018-08-10 04:52:01+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-10 04:52:01+00:00
2018-08-09 04:51:48+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-09 04:51:48+00:00
2018-08-09 04:51:48+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-09 04:51:48+00:00
2018-08-09 04:51:48+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-09 04:51:48+00:00
2018-08-09 04:51:48+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-09 04:51:48+00:00
2018-08-09 04:51:48+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-09 04:51:48+00:00
2018-08-09 04:51:48+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-09 04:51:48+00:00
2018-08-09 04:51:47+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-09 04:51:47+00:00
2018-08-09 04:51:47+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-09 04:51:47+00:00
2018-08-09 04:51:47+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-09 04:51:47+00:00
2018-08-08 09:52:03+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-08 09:52:03+00:00
2018-08-08 09:52:03+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-08 09:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-07 14:52:03+00:00
2018-08-07 14:52:03+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-07 14:52:03+00:00
2018-08-07 06:52:21+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-07 06:52:21+00:00
2018-08-07 06:52:21+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-07 06:52:21+00:00
2018-08-07 06:52:21+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-07 06:52:21+00:00
2018-08-07 06:52:08+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-07 06:52:08+00:00
2018-08-07 06:52:08+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-07 06:52:08+00:00
2018-08-07 06:52:08+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-07 06:52:08+00:00
2018-08-07 06:52:08+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-07 06:52:08+00:00
2018-08-07 06:52:08+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-07 06:52:08+00:00
2018-08-07 06:52:08+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-07 06:52:08+00:00
2018-08-06 06:52:02+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-06 06:52:02+00:00
2018-08-06 06:52:02+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-06 06:52:02+00:00
2018-08-06 06:52:02+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-06 06:52:02+00:00
2018-08-06 06:52:02+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-06 06:52:02+00:00
2018-08-06 06:52:02+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-06 06:52:02+00:00
2018-08-06 06:52:02+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-06 06:52:02+00:00
2018-08-06 06:52:01+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-06 06:52:01+00:00
2018-08-06 06:52:01+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-06 06:52:01+00:00
2018-08-06 06:52:01+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-06 06:52:01+00:00
2018-08-05 06:51:59+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-05 06:51:59+00:00
2018-08-05 06:51:59+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-05 06:51:59+00:00
2018-08-05 06:51:59+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-05 06:51:59+00:00
2018-08-05 06:51:59+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-05 06:51:59+00:00
2018-08-05 06:51:59+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-05 06:51:59+00:00
2018-08-05 06:51:59+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-05 06:51:59+00:00
2018-08-05 06:51:58+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-05 06:51:58+00:00
2018-08-05 06:51:58+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-05 06:51:58+00:00
2018-08-05 06:51:58+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-05 06:51:58+00:00
2018-08-05 04:54:50+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-05 04:54:50+00:00
2018-08-05 04:54:50+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-05 04:54:50+00:00
2018-08-05 04:54:50+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-05 04:54:50+00:00
2018-08-05 04:54:50+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-05 04:54:50+00:00
2018-08-05 04:54:50+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-05 04:54:50+00:00
2018-08-05 04:54:50+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-05 04:54:50+00:00
2018-08-05 04:54:12+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-05 04:54:12+00:00
2018-08-05 04:54:12+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-05 04:54:12+00:00
2018-08-05 04:54:12+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-05 04:54:12+00:00
2018-08-04 04:54:21+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-04 04:54:21+00:00
2018-08-04 04:54:21+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-04 04:54:21+00:00
2018-08-04 04:54:21+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-04 04:54:21+00:00
2018-08-04 04:54:21+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-04 04:54:21+00:00
2018-08-04 04:54:21+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-04 04:54:21+00:00
2018-08-04 04:54:21+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-04 04:54:21+00:00
2018-08-04 04:53:17+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-04 04:53:17+00:00
2018-08-04 04:53:17+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-04 04:53:17+00:00
2018-08-04 04:53:17+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-04 04:53:17+00:00
2018-08-03 04:53:44+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-03 04:53:44+00:00
2018-08-03 04:53:44+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-03 04:53:44+00:00
2018-08-03 04:53:44+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-03 04:53:44+00:00
2018-08-03 04:53:44+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-03 04:53:44+00:00
2018-08-03 04:53:44+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-03 04:53:44+00:00
2018-08-03 04:53:44+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-03 04:53:44+00:00
2018-08-03 04:52:45+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-03 04:52:45+00:00
2018-08-03 04:52:45+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-03 04:52:45+00:00
2018-08-03 04:52:45+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-03 04:52:45+00:00
2018-08-02 04:53:31+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-02 04:53:31+00:00
2018-08-02 04:53:31+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-02 04:53:31+00:00
2018-08-02 04:53:31+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-02 04:53:31+00:00
2018-08-02 04:53:31+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-02 04:53:31+00:00
2018-08-02 04:53:31+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-02 04:53:31+00:00
2018-08-02 04:53:31+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-02 04:53:31+00:00
2018-08-02 04:52:34+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-02 04:52:34+00:00
2018-08-02 04:52:34+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-02 04:52:34+00:00
2018-08-02 04:52:34+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-02 04:52:34+00:00
2018-08-01 04:53:19+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-08-01 04:53:19+00:00
2018-08-01 04:53:19+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-08-01 04:53:19+00:00
2018-08-01 04:53:19+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-08-01 04:53:19+00:00
2018-08-01 04:53:19+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-08-01 04:53:19+00:00
2018-08-01 04:53:19+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-08-01 04:53:19+00:00
2018-08-01 04:53:19+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-08-01 04:53:19+00:00
2018-08-01 04:52:18+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-08-01 04:52:18+00:00
2018-08-01 04:52:18+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-08-01 04:52:18+00:00
2018-08-01 04:52:18+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-08-01 04:52:18+00:00
2018-07-31 04:52:27+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-07-31 04:52:27+00:00
2018-07-31 04:52:27+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-07-31 04:52:27+00:00
2018-07-31 04:52:27+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-07-31 04:52:27+00:00
2018-07-31 04:52:27+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-07-31 04:52:27+00:00
2018-07-31 04:52:27+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-07-31 04:52:27+00:00
2018-07-31 04:52:27+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-07-31 04:52:27+00:00
2018-07-31 04:52:11+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-07-31 04:52:11+00:00
2018-07-31 04:52:11+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-07-31 04:52:11+00:00
2018-07-31 04:52:11+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-07-31 04:52:11+00:00
2018-07-30 04:52:16+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-07-30 04:52:16+00:00
2018-07-30 04:52:16+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-07-30 04:52:16+00:00
2018-07-30 04:52:16+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-07-30 04:52:16+00:00
2018-07-30 04:52:16+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-07-30 04:52:16+00:00
2018-07-30 04:52:16+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-07-30 04:52:16+00:00
2018-07-30 04:52:16+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-07-30 04:52:16+00:00
2018-07-30 04:51:59+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-07-30 04:51:59+00:00
2018-07-30 04:51:59+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-07-30 04:51:59+00:00
2018-07-30 04:51:59+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-07-30 04:51:59+00:00
2018-07-29 04:51:40+00:00,us-west-2c,c3.2xlarge,SUSE Linux,0.2092,2018-07-29 04:51:40+00:00
2018-07-29 04:51:40+00:00,us-west-2a,c3.2xlarge,SUSE Linux,0.2092,2018-07-29 04:51:40+00:00
2018-07-29 04:51:40+00:00,us-west-2b,c3.2xlarge,SUSE Linux,0.2092,2018-07-29 04:51:40+00:00
2018-07-29 04:51:40+00:00,us-west-2c,c3.2xlarge,Linux/UNIX,0.1092,2018-07-29 04:51:40+00:00
2018-07-29 04:51:40+00:00,us-west-2a,c3.2xlarge,Linux/UNIX,0.1092,2018-07-29 04:51:40+00:00
2018-07-29 04:51:40+00:00,us-west-2b,c3.2xlarge,Linux/UNIX,0.1092,2018-07-29 04:51:40+00:00
2018-07-29 04:51:39+00:00,us-west-2c,c3.2xlarge,Windows,0.4412,2018-07-29 04:51:39+00:00
2018-07-29 04:51:39+00:00,us-west-2a,c3.2xlarge,Windows,0.4412,2018-07-29 04:51:39+00:00
2018-07-29 04:51:39+00:00,us-west-2b,c3.2xlarge,Windows,0.4412,2018-07-29 04:51:39+00:00
2018-09-01 20:19:19+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3405,2018-09-01 20:19:19+00:00
2018-09-01 20:19:19+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2405,2018-09-01 20:19:19+00:00
2018-09-01 17:49:09+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3392,2018-09-01 17:49:09+00:00
2018-09-01 17:49:09+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2392,2018-09-01 17:49:09+00:00
2018-09-01 16:42:09+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3374,2018-09-01 16:42:09+00:00
2018-09-01 16:42:09+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2374,2018-09-01 16:42:09+00:00
2018-09-01 12:56:57+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3406,2018-09-01 12:56:57+00:00
2018-09-01 12:56:57+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2406,2018-09-01 12:56:57+00:00
2018-09-01 11:57:55+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3375,2018-09-01 11:57:55+00:00
2018-09-01 11:57:55+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2375,2018-09-01 11:57:55+00:00
2018-09-01 10:17:57+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3393,2018-09-01 10:17:57+00:00
2018-09-01 10:17:57+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2393,2018-09-01 10:17:57+00:00
2018-09-01 06:08:13+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3413,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3394,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3376,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2413,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2394,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2376,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2c,c3.4xlarge,Windows,0.8976,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2a,c3.4xlarge,Windows,0.8976,2018-09-01 06:08:13+00:00
2018-09-01 06:08:13+00:00,us-west-2b,c3.4xlarge,Windows,0.8976,2018-09-01 06:08:13+00:00
2018-09-01 05:58:35+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3413,2018-09-01 05:58:35+00:00
2018-09-01 05:58:35+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2413,2018-09-01 05:58:35+00:00
2018-09-01 00:33:08+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3414,2018-09-01 00:33:08+00:00
2018-09-01 00:33:08+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2414,2018-09-01 00:33:08+00:00
2018-08-31 23:17:45+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3376,2018-08-31 23:17:45+00:00
2018-08-31 23:17:45+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2376,2018-08-31 23:17:45+00:00
2018-08-31 20:47:08+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3394,2018-08-31 20:47:08+00:00
2018-08-31 20:47:08+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2394,2018-08-31 20:47:08+00:00
2018-08-31 17:43:14+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3412,2018-08-31 17:43:14+00:00
2018-08-31 17:43:14+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2412,2018-08-31 17:43:14+00:00
2018-08-31 15:48:27+00:00,us-west-2c,c3.4xlarge,Windows,0.8976,2018-08-31 15:48:27+00:00
2018-08-31 15:48:27+00:00,us-west-2a,c3.4xlarge,Windows,0.8976,2018-08-31 15:48:27+00:00
2018-08-31 15:48:27+00:00,us-west-2b,c3.4xlarge,Windows,0.8976,2018-08-31 15:48:27+00:00
2018-08-31 13:16:01+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3396,2018-08-31 13:16:01+00:00
2018-08-31 13:16:01+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2396,2018-08-31 13:16:01+00:00
2018-08-31 10:46:15+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3411,2018-08-31 10:46:15+00:00
2018-08-31 10:46:15+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2411,2018-08-31 10:46:15+00:00
2018-08-31 09:38:29+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3377,2018-08-31 09:38:29+00:00
2018-08-31 09:38:29+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2377,2018-08-31 09:38:29+00:00
2018-08-31 07:33:29+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3397,2018-08-31 07:33:29+00:00
2018-08-31 07:33:29+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2397,2018-08-31 07:33:29+00:00
2018-08-31 03:56:10+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3412,2018-08-31 03:56:10+00:00
2018-08-31 03:56:10+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2412,2018-08-31 03:56:10+00:00
2018-08-31 01:58:51+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3398,2018-08-31 01:58:51+00:00
2018-08-31 01:58:51+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2398,2018-08-31 01:58:51+00:00
2018-08-30 22:21:34+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3378,2018-08-30 22:21:34+00:00
2018-08-30 22:21:34+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2378,2018-08-30 22:21:34+00:00
2018-08-30 20:41:21+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3418,2018-08-30 20:41:21+00:00
2018-08-30 20:41:21+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2418,2018-08-30 20:41:21+00:00
2018-08-30 20:24:36+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.34,2018-08-30 20:24:36+00:00
2018-08-30 20:24:36+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.24,2018-08-30 20:24:36+00:00
2018-08-30 15:48:44+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.338,2018-08-30 15:48:44+00:00
2018-08-30 15:48:44+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.238,2018-08-30 15:48:44+00:00
2018-08-30 15:47:52+00:00,us-west-2c,c3.4xlarge,Windows,0.8976,2018-08-30 15:47:52+00:00
2018-08-30 15:47:52+00:00,us-west-2a,c3.4xlarge,Windows,0.8976,2018-08-30 15:47:52+00:00
2018-08-30 15:47:52+00:00,us-west-2b,c3.4xlarge,Windows,0.8976,2018-08-30 15:47:52+00:00
2018-08-30 14:17:04+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3404,2018-08-30 14:17:04+00:00
2018-08-30 14:17:04+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2404,2018-08-30 14:17:04+00:00
2018-08-30 13:26:54+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3423,2018-08-30 13:26:54+00:00
2018-08-30 13:26:54+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2423,2018-08-30 13:26:54+00:00
2018-08-30 08:50:57+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3382,2018-08-30 08:50:57+00:00
2018-08-30 08:50:57+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2382,2018-08-30 08:50:57+00:00
2018-08-30 07:28:13+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.343,2018-08-30 07:28:13+00:00
2018-08-30 07:28:13+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.243,2018-08-30 07:28:13+00:00
2018-08-30 06:45:59+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3417,2018-08-30 06:45:59+00:00
2018-08-30 06:45:59+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2417,2018-08-30 06:45:59+00:00
2018-08-30 01:28:42+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3383,2018-08-30 01:28:42+00:00
2018-08-30 01:28:42+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2383,2018-08-30 01:28:42+00:00
2018-08-30 00:38:13+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3434,2018-08-30 00:38:13+00:00
2018-08-30 00:38:13+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2434,2018-08-30 00:38:13+00:00
2018-08-30 00:21:32+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3427,2018-08-30 00:21:32+00:00
2018-08-30 00:21:32+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2427,2018-08-30 00:21:32+00:00
2018-08-29 20:44:47+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3382,2018-08-29 20:44:47+00:00
2018-08-29 20:44:47+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2382,2018-08-29 20:44:47+00:00
2018-08-29 18:13:30+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.344,2018-08-29 18:13:30+00:00
2018-08-29 18:13:30+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.244,2018-08-29 18:13:30+00:00
2018-08-29 18:05:15+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.3434,2018-08-29 18:05:15+00:00
2018-08-29 18:05:15+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.2434,2018-08-29 18:05:15+00:00
2018-08-29 15:47:30+00:00,us-west-2c,c3.4xlarge,SUSE Linux,0.3446,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2a,c3.4xlarge,SUSE Linux,0.344,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3383,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2c,c3.4xlarge,Linux/UNIX,0.2446,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2a,c3.4xlarge,Linux/UNIX,0.244,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2383,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2c,c3.4xlarge,Windows,0.8976,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2a,c3.4xlarge,Windows,0.8976,2018-08-29 15:47:30+00:00
2018-08-29 15:47:30+00:00,us-west-2b,c3.4xlarge,Windows,0.8976,2018-08-29 15:47:30+00:00
2018-08-29 13:30:04+00:00,us-west-2b,c3.4xlarge,SUSE Linux,0.3383,2018-08-29 13:30:04+00:00
2018-08-29 13:30:04+00:00,us-west-2b,c3.4xlarge,Linux/UNIX,0.2383,2018-08-29 13:30:04+00:00
